id,URL,name,sponsor,event,venue,street,city,state,country,place 5,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
15438,http://api.menus.nypl.org/dishes/15438,,,,,,,,,,,,,,,,05/23/1900,Central Restaurant,,,,complete,2,11
15439,http://api.menus.nypl.org/dishes/15439,,,,,,,,,,,,,,,,05/23/1900,York Hotel,,,,under review,2,23
15440,http://api.menus.nypl.org/dishes/15440,,,,,,,,,,,,,,,,05/23/1900,Transportation Club Of New York,,,,under review,2,23
15441,http://api.menus.nypl.org/dishes/15441,,,,,,,,,,,,,,,,05/23/1900,Pabst Blue Ribbon,,Dollars,$,complete,2,47
15442,http://api.menus.nypl.org/dishes/15442,,,,,,,,,,,,,,,,05/24/1900,Pacific Mail Steamship Co.   Trans Pacific Line,,,,complete,4,25
15443,http://api.menus.nypl.org/dishes/15443,,,,,,,,,,,,,,,,05/24/1900,Bohemian Club,,,,complete,2,19
15445,http://api.menus.nypl.org/dishes/15445,,,,,,,,,,,,,,,,05/24/1900,Canadian Society Of New York,,Dollars,$,complete,4,47
15446,http://api.menus.nypl.org/dishes/15446,,,,,,,,,,,,,,,,05/24/1900,Hon.J.K.P.Hall,,,,under review,10,30
15447,http://api.menus.nypl.org/dishes/15447,,,,,,,,,,,,,,,,09/15/1900,Menzie's Hotel,,,,complete,2,22
15448,http://api.menus.nypl.org/dishes/15448,,,,,,,,,,,,,,,,09/15/1900,Hotel De Paris,,,,complete,4,7
15449,http://api.menus.nypl.org/dishes/15449,,,,,,,,,,,,,,,,09/16/1900,Nippon Yusen Kaisha,,,,complete,2,16
15450,http://api.menus.nypl.org/dishes/15450,,,,,,,,,,,,,,,,09/16/1900,Nippon Yusen Kaisha,,,,complete,2,18
15451,http://api.menus.nypl.org/dishes/15451,,,,,,,,,,,,,,,,09/16/1900,Nippon Yusen Kaisha,,,,complete,2,14
15452,http://api.menus.nypl.org/dishes/15452,,,,,,,,,,,,,,,,10/04/1900,Hotel Schweizerhof Lucerne,,,,complete,2,11
15453,http://api.menus.nypl.org/dishes/15453,,,,,,,,,,,,,,,,10/04/1900,New York Club,,,,complete,4,27
15454,http://api.menus.nypl.org/dishes/15454,,,,,,,,,,,,,,,,10/05/1900,Palace Hotel Restaurant,,Dollars,$,complete,2,353
15455,http://api.menus.nypl.org/dishes/15455,,,,,,,,,,,,,,,,10/05/1900,Palace Hotel,,Dollars,$,complete,2,36
15457,http://api.menus.nypl.org/dishes/15457,,,,,,,,,,,,,,,,10/20/1900,Palace Hotel Restaurant And Ladies Grill Room,,Dollars,$,complete,2,115
15458,http://api.menus.nypl.org/dishes/15458,,,,,,,,,,,,,,,,10/21/1900,Griswold House,,,,complete,2,48
15459,http://api.menus.nypl.org/dishes/15459,,,,,,,,,,,,,,,,10/22/1900,Hotel Grunewald,,,,complete,2,21
15460,http://api.menus.nypl.org/dishes/15460,,,,,,,,,,,,,,,,08/27/1900,Long Beach Hotel,,,,complete,2,120
15461,http://api.menus.nypl.org/dishes/15461,,,,,,,,,,,,,,,,08/27/1900,Kempinski Restaurant,,Deutsche Marks,DM,complete,2,142
15462,http://api.menus.nypl.org/dishes/15462,,,,,,,,,,,,,,,,08/28/1900,Nippon Yusen Kaisha,,,,under review,2,18
15463,http://api.menus.nypl.org/dishes/15463,,,,,,,,,,,,,,,,08/28/1900,Nippon Yusen Kaisha,,,,under review,2,14
15464,http://api.menus.nypl.org/dishes/15464,,,,,,,,,,,,,,,,08/28/1900,Nippon Yusen Kaisha,,,,complete,2,15
15465,http://api.menus.nypl.org/dishes/15465,,,,,,,,,,,,,,,,08/29/1900,Toyo Kisen Kaisha,,,,complete,2,25
15466,http://api.menus.nypl.org/dishes/15466,,,,,,,,,,,,,,,,08/29/1900,Toyo Kisen Kaisha,,,,complete,2,34
15467,http://api.menus.nypl.org/dishes/15467,,,,,,,,,,,,,,,,08/29/1900,Nippon Yusen Kaisha,,,,complete,2,13
15468,http://api.menus.nypl.org/dishes/15468,,,,,,,,,,,,,,,,11/20/1900,Merchant's Club,,,,complete,8,26
15473,http://api.menus.nypl.org/dishes/15473,,,,,,,,,,,,,,,,11/22/1900,Nippon Yusen Kaisha  S.S.Kinshin Maru,,,,complete,2,13
15474,http://api.menus.nypl.org/dishes/15474,,,,,,,,,,,,,,,,11/22/1900,Nippon Yusen Kaisha   Kinshin Maru,,,,complete,2,11
15475,http://api.menus.nypl.org/dishes/15475,,,,,,,,,,,,,,,,11/24/1900,Nippon Yusen Maru  S.S.Kinshin Maru,,,,complete,2,15
15476,http://api.menus.nypl.org/dishes/15476,,,,,,,,,,,,,,,,11/25/1900,Los Angeles Consistory #3,,,,complete,2,18
15477,http://api.menus.nypl.org/dishes/15477,,,,,,,,,,,,,,,,09/16/1900,Nippon Yusen Kaisha,,,,complete,2,21
15479,http://api.menus.nypl.org/dishes/15479,,,,,,,,,,,,,,,,09/17/1900,Nippon Yusen Kaisha,,,,complete,2,21
15480,http://api.menus.nypl.org/dishes/15480,,,,,,,,,,,,,,,,09/18/1900,Oriente Hotel,,Dollars,$,complete,4,81
15481,http://api.menus.nypl.org/dishes/15481,,,,,,,,,,,,,,,,09/18/1900,Nippon Yusen Kaisha,,,,complete,2,19
15482,http://api.menus.nypl.org/dishes/15482,,,,,,,,,,,,,,,,09/18/1900,Oriente Hotel,,,,complete,2,30
15483,http://api.menus.nypl.org/dishes/15483,,,,,,,,,,,,,,,,09/01/1900,Hotel Restaurant Grosser Kurfurst,,Deutsche Marks,DM,under review,4,113
15484,http://api.menus.nypl.org/dishes/15484,,,,,,,,,,,,,,,,09/01/1900,The Trocadero,,,,complete,4,83
15485,http://api.menus.nypl.org/dishes/15485,,,,,,,,,,,,,,,,12/28/1900,Stanton House,,,,complete,2,35
15486,http://api.menus.nypl.org/dishes/15486,,,,,,,,,,,,,,,,01/01/1900,Southern Railway   Dining Car Service,,,,under review,2,37
15487,http://api.menus.nypl.org/dishes/15487,,,,,,,,,,,,,,,,12/29/1900,Neil House,,,,complete,2,78
15488,http://api.menus.nypl.org/dishes/15488,,,,,,,,,,,,,,,,12/29/1900,University Law School   Class Of 'O2,,,,complete,8,19
15489,http://api.menus.nypl.org/dishes/15489,,,,,,,,,,,,,,,,12/29/1900,Neil House,,,,complete,2,49
15490,http://api.menus.nypl.org/dishes/15490,,,,,,,,,,,,,,,,12/30/1900,U.S.M.S.,,,,under review,2,26
15491,http://api.menus.nypl.org/dishes/15491,,,,,,,,,,,,,,,,01/01/1900,Stanton House,,,,complete,2,32
15492,http://api.menus.nypl.org/dishes/15492,,,,,,,,,,,,,,,,12/30/1900,Victoria The,,,,complete,4,45
15494,http://api.menus.nypl.org/dishes/15494,,,,,,,,,,,,,,,,12/31/1900,St. Louis Club,,,,complete,2,13
15495,http://api.menus.nypl.org/dishes/15495,,,,,,,,,,,,,,,,12/31/1900,Colonnade Restaurant,,,,complete,4,21
15497,http://api.menus.nypl.org/dishes/15497,,,,,,,,,,,,,,,,12/31/1900,Harvard Club,,,,under review,2,18
15498,http://api.menus.nypl.org/dishes/15498,,,,,,,,,,,,,,,,05/06/1901,Fifth Avenue Hotel,,,,complete,3,111
15499,http://api.menus.nypl.org/dishes/15499,,,,,,,,,,,,,,,,05/07/1901,Society Of The Colonial Daughters Of The 17th Century,,,,under review,7,13
15500,http://api.menus.nypl.org/dishes/15500,,,,,,,,,,,,,,,,05/07/1901,U.S. Goverbment(?),,,,complete,2,24
15501,http://api.menus.nypl.org/dishes/15501,,,,,,,,,,,,,,,,01/01/1901,Childs' Lunch Room,,Dollars,$,complete,2,64
15503,http://api.menus.nypl.org/dishes/15503,,,,,,,,,,,,,,,,05/20/1901,Society Of Colonial Wars In The State Of New Jersey,,,,complete,6,28
15504,http://api.menus.nypl.org/dishes/15504,,,,,,,,,,,,,,,,05/20/1901,Westminister Hotel,,,,complete,2,69
15505,http://api.menus.nypl.org/dishes/15505,,,,,,,,,,,,,,,,05/20/1901,Westminister Hotel,,,,complete,2,54
15506,http://api.menus.nypl.org/dishes/15506,,,,,,,,,,,,,,,,05/20/1901,Westminister Hotel,,,,complete,2,55
15507,http://api.menus.nypl.org/dishes/15507,,,,,,,,,,,,,,,,05/20/1901,Bailey Catering Co.,,Dollars,$,complete,2,170
15508,http://api.menus.nypl.org/dishes/15508,,,,,,,,,,,,,,,,05/20/1901,Rector's,,Dollars,$,complete,4,180
15511,http://api.menus.nypl.org/dishes/15511,,,,,,,,,,,,,,,,05/21/1901,Pullman Dining Car Service  The President,,,,complete,2,27
15512,http://api.menus.nypl.org/dishes/15512,,,,,,,,,,,,,,,,05/21/1901,Pullman Dining Car Serfvice The President,,,,complete,2,27
15513,http://api.menus.nypl.org/dishes/15513,,,,,,,,,,,,,,,,05/21/1901,Pullman Dining Car Service  The President,,,,complete,2,24
15514,http://api.menus.nypl.org/dishes/15514,,,,,,,,,,,,,,,,05/21/1901,Westminister Hotel,,,,complete,2,51
15515,http://api.menus.nypl.org/dishes/15515,,,,,,,,,,,,,,,,05/21/1901,Westminister Hotel,,,,complete,2,54
15516,http://api.menus.nypl.org/dishes/15516,,,,,,,,,,,,,,,,05/21/1901,Oceanic Steamship Company   Ventura,,,,complete,2,41
15517,http://api.menus.nypl.org/dishes/15517,,,,,,,,,,,,,,,,05/21/1901,Oceanic Steamship Company   Ventura,,,,complete,4,26
15518,http://api.menus.nypl.org/dishes/15518,,,,,,,,,,,,,,,,05/22/1901,N.C. At Squantum,,,,complete,4,57
15519,http://api.menus.nypl.org/dishes/15519,,,,,,,,,,,,,,,,05/22/1901,Geyer's Dairy Restaurant,,Dollars,$,complete,8,205
15520,http://api.menus.nypl.org/dishes/15520,,,,,,,,,,,,,,,,05/22/1901,Oceanic Steamship Company,,,,complete,2,24
15521,http://api.menus.nypl.org/dishes/15521,,,,,,,,,,,,,,,,05/22/1901,Oceanic Steamship Company,,,,complete,2,31
15522,http://api.menus.nypl.org/dishes/15522,,,,,,,,,,,,,,,,05/22/1901,Oceanic Steamship Company,,,,complete,2,27
15523,http://api.menus.nypl.org/dishes/15523,,,,,,,,,,,,,,,,11/25/1900,Nippon Yusen Kaisha,,,,complete,2,15
15524,http://api.menus.nypl.org/dishes/15524,,,,,,,,,,,,,,,,11/25/1900,Nippon Yusen Kaisha,,,,under review,2,18
15525,http://api.menus.nypl.org/dishes/15525,,,,,,,,,,,,,,,,01/01/1900,Raymond & Whitcombis Tours,,,,complete,2,28
15526,http://api.menus.nypl.org/dishes/15526,,,,,,,,,,,,,,,,01/01/1900,Raymond & Whitcombis Tours,,,,complete,2,19
15527,http://api.menus.nypl.org/dishes/15527,,,,,,,,,,,,,,,,01/01/1900,Raymond & Whitcombis Tours,,,,complete,2,13
15528,http://api.menus.nypl.org/dishes/15528,,,,,,,,,,,,,,,,01/01/1900,Southern Pacific Company,,Dollars,$,complete,2,49
15530,http://api.menus.nypl.org/dishes/15530,,,,,,,,,,,,,,,,11/25/1900,"New Hotel Berkeley,The",,,,complete,8,39
15536,http://api.menus.nypl.org/dishes/15536,,,,,,,,,,,,,,,,11/29/1900,Planters Hotel,,,,complete,8,41
15537,http://api.menus.nypl.org/dishes/15537,,,,,,,,,,,,,,,,11/29/1900,Hotel Manhattan,,Dollars,$,complete,2,125
15538,http://api.menus.nypl.org/dishes/15538,,,,,,,,,,,,,,,,11/29/1900,Hotel Manhattan,,Dollars,$,complete,2,181
15539,http://api.menus.nypl.org/dishes/15539,,,,,,,,,,,,,,,,04/26/1901,A.M. Sweet & Son Hotel & Restaurant,,Dollars,$,complete,4,318
15540,http://api.menus.nypl.org/dishes/15540,,,,,,,,,,,,,,,,04/26/1901,Astor House,,Dollars,$,complete,4,402
15541,http://api.menus.nypl.org/dishes/15541,,,,,,,,,,,,,,,,04/26/1901,Astor House,,Dollars,$,complete,4,548
15542,http://api.menus.nypl.org/dishes/15542,,,,,,,,,,,,,,,,04/26/1901,Cosmopolitan Hotel,,Dollars,$,complete,4,486
15543,http://api.menus.nypl.org/dishes/15543,,,,,,,,,,,,,,,,04/26/1901,Herald Square Hotel,,Dollars,$,complete,2,236
15544,http://api.menus.nypl.org/dishes/15544,,,,,,,,,,,,,,,,05/08/1901,Cigar Leaf Tobacco Board Of Trade Of The United States,,,,complete,2,27
15545,http://api.menus.nypl.org/dishes/15545,,,,,,,,,,,,,,,,05/08/1901,Cigar Leaf Tobacco Board Of Trade Of The United States,,,,complete,2,27
15546,http://api.menus.nypl.org/dishes/15546,,,,,,,,,,,,,,,,05/08/1901,Macy's,,,,complete,2,11
15547,http://api.menus.nypl.org/dishes/15547,,,,,,,,,,,,,,,,05/08/1901,Sphinx Club,,,,complete,2,13
15548,http://api.menus.nypl.org/dishes/15548,,,,,,,,,,,,,,,,05/08/1901,U.S.M.S St. Paul,,Dollars,$,complete,2,100
15549,http://api.menus.nypl.org/dishes/15549,,,,,,,,,,,,,,,,05/08/1901,Norddeutscher Lloyd Bremen,,,,complete,2,24
15550,http://api.menus.nypl.org/dishes/15550,,,,,,,,,,,,,,,,06/01/1900,Chesapeake Steamship Co.,,,,under review,2,54
15551,http://api.menus.nypl.org/dishes/15551,,,,,,,,,,,,,,,,06/29/1900,Hotel St. Andrew,,Dollars,$,under review,2,157
15552,http://api.menus.nypl.org/dishes/15552,,,,,,,,,,,,,,,,06/30/1900,Imperial Hotel Limited,,,,complete,2,11
15553,http://api.menus.nypl.org/dishes/15553,,,,,,,,,,,,,,,,06/30/1900,Imperial Hotel Limited,,,,complete,2,12
15554,http://api.menus.nypl.org/dishes/15554,,,,,,,,,,,,,,,,06/30/1900,New State House,,,,complete,2,30
15555,http://api.menus.nypl.org/dishes/15555,,,,,,,,,,,,,,,,06/30/1900,Penna. Soc'y. War Of 1812,,,,complete,2,18
15556,http://api.menus.nypl.org/dishes/15556,,,,,,,,,,,,,,,,07/01/1900,Victory Hotel,,,,complete,4,49
15557,http://api.menus.nypl.org/dishes/15557,,,,,,,,,,,,,,,,05/23/1901,American Inn,,Dollars,$,complete,4,110
15559,http://api.menus.nypl.org/dishes/15559,,,,,,,,,,,,,,,,05/24/1901,Oceanic Steamship Company,,,,complete,4,29
15560,http://api.menus.nypl.org/dishes/15560,,,,,,,,,,,,,,,,05/24/1901,Luchow's Pan American Restauant Co.,,Dollars,$,complete,4,273
15561,http://api.menus.nypl.org/dishes/15561,,,,,,,,,,,,,,,,08/07/1900,White Star Line,,,,under review,2,15
15562,http://api.menus.nypl.org/dishes/15562,,,,,,,,,,,,,,,,08/04/1900,Victory Hotel,,,,complete,2,47
15563,http://api.menus.nypl.org/dishes/15563,,,,,,,,,,,,,,,,08/08/1900,Victory Hotel,,,,complete,2,44
15564,http://api.menus.nypl.org/dishes/15564,,,,,,,,,,,,,,,,08/08/1900,Victory Hotel,,,,under review,2,38
15565,http://api.menus.nypl.org/dishes/15565,,,,,,,,,,,,,,,,08/10/1900,West Coast Dining Saloon,,,,complete,2,13
15566,http://api.menus.nypl.org/dishes/15566,,,,,,,,,,,,,,,,08/11/1900,Nippon Yusen Kaisha,,,,complete,2,13
15567,http://api.menus.nypl.org/dishes/15567,,,,,,,,,,,,,,,,06/10/1901,Cotton Belt Railroad Route,,Dollars,$,complete,8,61
15568,http://api.menus.nypl.org/dishes/15568,,,,,,,,,,,,,,,,06/10/1901,I.R.Benjamin,,,,complete,4,26
15569,http://api.menus.nypl.org/dishes/15569,,,,,,,,,,,,,,,,06/10/1901,Oceanic Steamship Co.   Sierra,,,,complete,2,21
15570,http://api.menus.nypl.org/dishes/15570,,,,,,,,,,,,,,,,06/10/1901,Oceanic Steamship Co.  Sierra,,,,under review,2,33
15571,http://api.menus.nypl.org/dishes/15571,,,,,,,,,,,,,,,,06/11/1901,King Edward Vll,,,,complete,6,12
15573,http://api.menus.nypl.org/dishes/15573,,,,,,,,,,,,,,,,04/26/1901,Harlow & Kuchlin Restaurant Oyster & Chop House,,Dollars,$,complete,4,485
15574,http://api.menus.nypl.org/dishes/15574,,,,,,,,,,,,,,,,04/26/1901,Arnold's Restaurant & Dairy,,Dollars,$,complete,4,330
15575,http://api.menus.nypl.org/dishes/15575,,,,,,,,,,,,,,,,04/26/1901,Rogers'restaurant,,,,complete,2,13
15576,http://api.menus.nypl.org/dishes/15576,,,,,,,,,,,,,,,,04/26/1901,Rogers' Chop House And Restaurant,,Dollars,$,complete,4,317
15577,http://api.menus.nypl.org/dishes/15577,,,,,,,,,,,,,,,,04/26/1901,E.B. Orcutt Restaurant And Cafe,,Dollars,$,complete,4,282
15578,http://api.menus.nypl.org/dishes/15578,,,,,,,,,,,,,,,,04/26/1901,Proctor's Cafe,,Dollars,$,complete,2,388
15579,http://api.menus.nypl.org/dishes/15579,,,,,,,,,,,,,,,,04/26/1901,Proctor's Cafe,,Dollars,$,under review,2,375
15580,http://api.menus.nypl.org/dishes/15580,,,,,,,,,,,,,,,,04/26/1901,New York Press Club,,Dollars,$,complete,4,312
15582,http://api.menus.nypl.org/dishes/15582,,,,,,,,,,,,,,,,04/26/1901,Herald Square Hotel,,Dollars,$,complete,2,139
15583,http://api.menus.nypl.org/dishes/15583,,,,,,,,,,,,,,,,04/26/1901,Mouquin Restaurant,,Dollars,$,complete,4,600
15584,http://api.menus.nypl.org/dishes/15584,,,,,,,,,,,,,,,,05/24/1900,Windsor Hotel,,,,complete,4,21
15585,http://api.menus.nypl.org/dishes/15585,,,,,,,,,,,,,,,,05/24/1900,Mangler's,,Dollars,$,complete,2,156
15586,http://api.menus.nypl.org/dishes/15586,,,,,,,,,,,,,,,,05/24/1900,S.A. Chamber Of Manufacturers (Inc.),,,,under review,4,49
15587,http://api.menus.nypl.org/dishes/15587,,,,,,,,,,,,,,,,05/24/1900,Pure Food Cafe,,Dollars,$,complete,2,83
15588,http://api.menus.nypl.org/dishes/15588,,,,,,,,,,,,,,,,05/24/1900,Pure Food Cafes   Annex No. 1,,Dollars,$,complete,2,28
15589,http://api.menus.nypl.org/dishes/15589,,,,,,,,,,,,,,,,05/01/1900,English Hotel Restaurant,,Dollars,$,complete,4,134
15590,http://api.menus.nypl.org/dishes/15590,,,,,,,,,,,,,,,,05/01/1900,Chicago Great Western Railway,,Dollars,$,under review,4,61
15591,http://api.menus.nypl.org/dishes/15591,,,,,,,,,,,,,,,,05/25/1900,Pacific Mail Steamship Co.,,Dollars,$,complete,4,26
15592,http://api.menus.nypl.org/dishes/15592,,,,,,,,,,,,,,,,05/25/1900,Pacific Mail Steamship Co.,,,,complete,4,16
15593,http://api.menus.nypl.org/dishes/15593,,,,,,,,,,,,,,,,05/25/1900,York Hotel,,,,complete,2,20
15594,http://api.menus.nypl.org/dishes/15594,,,,,,,,,,,,,,,,05/25/1900,Los Angeles Consistory No.3,,,,complete,2,18
15595,http://api.menus.nypl.org/dishes/15595,,,,,,,,,,,,,,,,05/25/1900,Masonic Temple Restaurant,,,,complete,2,19
15596,http://api.menus.nypl.org/dishes/15596,,,,,,,,,,,,,,,,05/26/1900,Grand Trunk Railway System,,Dollars,$,complete,2,39
15597,http://api.menus.nypl.org/dishes/15597,,,,,,,,,,,,,,,,05/26/1900,Marshall A.Newell,,,,complete,2,21
15598,http://api.menus.nypl.org/dishes/15598,,,,,,,,,,,,,,,,05/26/1900,English Hotel Restaurant,,,,complete,2,10
15599,http://api.menus.nypl.org/dishes/15599,,,,,,,,,,,,,,,,05/26/1900,Pacific Mail Steamship Company,,,,complete,4,28
15600,http://api.menus.nypl.org/dishes/15600,,,,,,,,,,,,,,,,05/26/1900,Pacific Mail Steamship Company,,,,complete,2,17
15601,http://api.menus.nypl.org/dishes/15601,,,,,,,,,,,,,,,,05/26/1900,Pacific Mail Steamship Company,,,,complete,2,20
15602,http://api.menus.nypl.org/dishes/15602,,,,,,,,,,,,,,,,05/01/1900,D&H Dining Car Service,,Dollars,$,under review,2,64
15603,http://api.menus.nypl.org/dishes/15603,,,,,,,,,,,,,,,,05/01/1900,Southern Railway,,,,complete,2,39
15604,http://api.menus.nypl.org/dishes/15604,,,,,,,,,,,,,,,,05/01/1900,Southern Railway,,,,complete,2,30
15605,http://api.menus.nypl.org/dishes/15605,,,,,,,,,,,,,,,,07/01/1900,Hamilton Club Of Chicago,,Dollars,$,complete,4,158
15606,http://api.menus.nypl.org/dishes/15606,,,,,,,,,,,,,,,,07/03/1900,Alta Vista Hotel,,,,complete,2,35
15607,http://api.menus.nypl.org/dishes/15607,,,,,,,,,,,,,,,,01/01/1900,Northern Steamship Company,,Dollars,$,under review,4,93
15608,http://api.menus.nypl.org/dishes/15608,,,,,,,,,,,,,,,,04/01/1900,Consulate Of The United States Of America,,,,complete,2,12
15609,http://api.menus.nypl.org/dishes/15609,,,,,,,,,,,,,,,,07/04/1900,New Rockingham,,,,complete,8,70
15611,http://api.menus.nypl.org/dishes/15611,,,,,,,,,,,,,,,,07/04/1900,Hotel Colorado,,,,complete,4,40
15612,http://api.menus.nypl.org/dishes/15612,,,,,,,,,,,,,,,,07/04/1900,Alta Vista Hotel,,,,complete,2,32
15613,http://api.menus.nypl.org/dishes/15613,,,,,,,,,,,,,,,,07/04/1900,Alta Vista Hotel (?),,,,complete,2,30
15614,http://api.menus.nypl.org/dishes/15614,,,,,,,,,,,,,,,,07/04/1900,Alta Vista Hotel,,,,complete,4,37
15617,http://api.menus.nypl.org/dishes/15617,,,,,,,,,,,,,,,,10/07/1900,Grandon Hotel,,,,complete,4,36
15618,http://api.menus.nypl.org/dishes/15618,,,,,,,,,,,,,,,,10/07/1900,Nippon Yusen Kaisha,,,,complete,2,23
15619,http://api.menus.nypl.org/dishes/15619,,,,,,,,,,,,,,,,10/07/1900,Chicago Beach Hotel,,,,complete,4,31
15621,http://api.menus.nypl.org/dishes/15621,,,,,,,,,,,,,,,,10/08/1900,Grandon Hotel,,,,complete,2,36
15622,http://api.menus.nypl.org/dishes/15622,,,,,,,,,,,,,,,,10/08/1900,Delmonicos,,,,complete,2,18
15623,http://api.menus.nypl.org/dishes/15623,,,,,,,,,,,,,,,,10/08/1900,Palace Hotel Restaurant,,Dollars,$,complete,2,406
15624,http://api.menus.nypl.org/dishes/15624,,,,,,,,,,,,,,,,10/08/1900,Grand Hotel,,Dollars,$,complete,4,147
15625,http://api.menus.nypl.org/dishes/15625,,,,,,,,,,,,,,,,08/11/1900,Nippon Yusen Kaisha,,,,complete,2,17
15626,http://api.menus.nypl.org/dishes/15626,,,,,,,,,,,,,,,,08/11/1900,Nippon Yusen Kaisha,,,,complete,2,16
15627,http://api.menus.nypl.org/dishes/15627,,,,,,,,,,,,,,,,08/11/1900,Nippon Yusen Kaisha,,,,complete,2,16
15628,http://api.menus.nypl.org/dishes/15628,,,,,,,,,,,,,,,,08/12/1900,Nippon Yusen Kaisha,,,,complete,2,18
15629,http://api.menus.nypl.org/dishes/15629,,,,,,,,,,,,,,,,08/12/1900,Hotel North,,,,complete,2,40
15630,http://api.menus.nypl.org/dishes/15630,,,,,,,,,,,,,,,,08/12/1900,Congress Hall,,,,complete,2,32
15632,http://api.menus.nypl.org/dishes/15632,,,,,,,,,,,,,,,,08/15/1900,Wisconsin Bankers Association,,,,complete,8,25
15633,http://api.menus.nypl.org/dishes/15633,,,,,,,,,,,,,,,,10/24/1900,Colonial Hotel,,,,complete,8,40
15634,http://api.menus.nypl.org/dishes/15634,,,,,,,,,,,,,,,,10/24/1900,Mills Hotel Restaurant,,Dollars,$,complete,2,21
15635,http://api.menus.nypl.org/dishes/15635,,,,,,,,,,,,,,,,06/13/1901,Citizens Of Altoona,,,,complete,12,22
15637,http://api.menus.nypl.org/dishes/15637,,,,,,,,,,,,,,,,08/29/1900,Hotel Kurhaus,,,,complete,40,34
15638,http://api.menus.nypl.org/dishes/15638,,,,,,,,,,,,,,,,08/31/1900,American Bar Association,,,,complete,2,24
15639,http://api.menus.nypl.org/dishes/15639,,,,,,,,,,,,,,,,08/31/1900,Hotel National,,,,under review,2,5
15641,http://api.menus.nypl.org/dishes/15641,,,,,,,,,,,,,,,,09/01/1900,Southern Pacific Company   Dining Car Service,,Dollars,$,complete,2,67
15642,http://api.menus.nypl.org/dishes/15642,,,,,,,,,,,,,,,,09/01/1900,Southern Pacific Company   Dining Car Service,,Dollars,$,complete,2,67
15643,http://api.menus.nypl.org/dishes/15643,,,,,,,,,,,,,,,,09/01/1900,Canadian Pacific Railway Co.  S.S.Athabasca,,,,complete,2,18
15644,http://api.menus.nypl.org/dishes/15644,,,,,,,,,,,,,,,,09/01/1900,Canadian Pacific Railway Co.   S.S.Athabasca,,,,complete,2,22
15645,http://api.menus.nypl.org/dishes/15645,,,,,,,,,,,,,,,,09/01/1900,Canadian Pacific Railway Co.   S.S. Alberta,,,,complete,2,20
15646,http://api.menus.nypl.org/dishes/15646,,,,,,,,,,,,,,,,09/01/1900,Canadian Pacific Railway Co.   S.S.Alberta,,,,complete,2,28
15647,http://api.menus.nypl.org/dishes/15647,,,,,,,,,,,,,,,,05/01/1900,Southern Railway,,,,complete,2,42
15648,http://api.menus.nypl.org/dishes/15648,,,,,,,,,,,,,,,,05/01/1900,Southern Railway,,,,complete,2,30
15649,http://api.menus.nypl.org/dishes/15649,,,,,,,,,,,,,,,,05/01/1900,Boston Oyster House,,Dollars,$,complete,2,137
15650,http://api.menus.nypl.org/dishes/15650,,,,,,,,,,,,,,,,05/01/1900,Champlain Hotel,,Dollars,$,complete,4,69
15652,http://api.menus.nypl.org/dishes/15652,,,,,,,,,,,,,,,,01/01/1900,Childs' Lunch Rooms,,Dollars,$,complete,2,65
15653,http://api.menus.nypl.org/dishes/15653,,,,,,,,,,,,,,,,05/27/1900,Metropole Hotel,,,,complete,2,39
15654,http://api.menus.nypl.org/dishes/15654,,,,,,,,,,,,,,,,05/27/1900,Metropole Hotel,,,,complete,2,34
15655,http://api.menus.nypl.org/dishes/15655,,,,,,,,,,,,,,,,05/27/1900,Norddeutscher Lloyd Bremen,,,,under review,2,67
15656,http://api.menus.nypl.org/dishes/15656,,,,,,,,,,,,,,,,05/27/1900,Norddeutscher Lloyd Bremen,,,,complete,4,33
15657,http://api.menus.nypl.org/dishes/15657,,,,,,,,,,,,,,,,05/28/1900,Norddeutscher Lloyd Bremen Line,,,,complete,2,81
15658,http://api.menus.nypl.org/dishes/15658,,,,,,,,,,,,,,,,05/28/1900,Norddeutscher Lloyd Bremen Line,,,,under review,2,62
